question,answer
36 + 19 + 99,154
78 * 28 + 68,2252
71 + 47 + 63,181
83 - 0 * 36,83
21 * 64 * 35,47040
77 + 3 * 87,338
(1 + 51) * 69,3588
44 * 44 * 96,185856
85 * (78 + 86),13940
70 * (55 + 65),8400
8 * 3 + 6,30
3 + 69 + 74,146
91 * 13 * 89,105287
37 - 95 * 3,-248
70 * 64 + 42,4522
74 * 77 * 65,370370
(10 + 76) * 62,5332
61 - 4 - 51,6
22 * (61 + 30),2002
41 - 79 - 33,-71
48 + 30 - 65,13
73 * 84 * 28,171696
5 - 28 - 74,-97
46 - 55 * 64,-3474
76 * (56 + 55),8436
61 + 74 + 27,162
96 + 55 + 30,181
46 + 42 + 15,103
75 * 94 + 69,7119
31 * 46 + 99,1525
38 - 2 - 72,-36
33 + 50 * 85,4283
(86 + 49) * 86,11610
90 - 29 * 91,-2549
62 - 67 * 46,-3020
72 - 45 * 79,-3483
(82 + 80) * 98,15876
10 - 49 * 56,-2734
52 * 65 + 17,3397
96 - 65 * 80,-5104
16 + 41 - 2,55
56 - 91 * 29,-2583
82 * (76 + 52),10496
16 - 86 * 71,-6090
16 - 51 - 53,-88
23 + 89 * 13,1180
56 * 28 + 25,1593
35 + 14 + 32,81
(18 + 66) * 95,7980
43 - 21 * 8,-125
17 - 34 * 23,-765
98 * 41 + 60,4078
0 + 2 - 75,-73
41 * 68 + 0,2788
13 + 93 - 66,40
68 + 71 - 99,40
(89 + 23) * 61,6832
75 * 41 * 87,267525
94 - 47 * 41,-1833
53 - 46 - 63,-56
(82 + 33) * 28,3220
47 + 81 + 50,178
42 + 69 + 95,206
41 + 50 - 0,91
(43 + 50) * 99,9207
29 + 79 * 5,424
82 * (18 + 19),3034
94 + 33 + 70,197
97 * 63 + 7,6118
1 - 39 - 73,-111
8 - 29 - 28,-49
8 - 55 * 75,-4117
(9 + 19) * 31,868
3 + 82 * 24,1971
(11 + 45) * 77,4312
74 + 53 + 66,193
90 + 70 - 52,108
80 - 43 - 36,1
77 - 47 - 36,-6
53 + 60 - 59,54
42 + 50 * 92,4642
83 * 39 + 33,3270
(65 + 10) * 43,3225
(63 + 82) * 48,6960
15 + 64 * 50,3215
94 - 28 * 40,-1026
78 + 25 - 82,21
64 + 98 - 21,141
33 * 2 * 72,4752
75 * 71 + 71,5396
66 + 92 - 32,126
(7 + 54) * 10,610
67 + 71 - 15,123
28 - 74 - 89,-135
63 + 26 * 81,2169
31 * 4 + 85,209
47 + 68 * 43,2971
68 + 30 + 33,131
30 + 14 * 72,1038
30 - 96 * 29,-2754
70 + 12 + 48,130
87 * 44 + 22,3850
54 * 44 + 78,2454
(7 + 33) * 63,2520
27 - 6 - 53,-32
36 + 63 - 73,26
6 * (56 + 62),708
26 + 68 * 11,774
71 * 5 * 48,17040
37 - 81 - 99,-143
(92 + 10) * 46,4692
64 - 65 - 34,-35
83 * (80 + 84),13612
24 * 96 * 92,211968
55 + 90 + 24,169
20 - 16 * 66,-1036
(65 + 20) * 55,4675
61 * (80 + 53),8113
44 + 16 - 15,45
64 * 21 * 77,103488
37 * 85 * 88,276760
65 - 73 * 64,-4607
19 * (37 + 48),1615
46 * 4 + 41,225
82 * 36 + 90,3042
78 + 80 - 82,76
88 * 70 * 76,468160
14 + 11 * 9,113
23 - 70 * 89,-6207
51 * (66 + 49),5865
70 * 13 * 23,20930
21 + 28 * 72,2037
76 + 99 * 53,5323
(5 + 40) * 69,3105
55 * 86 + 70,4800
(53 + 61) * 29,3306
58 * (24 + 84),6264
56 * 1 + 73,129
82 + 24 + 51,157
43 + 75 - 79,39
7 + 71 + 98,176
15 + 92 - 19,88
81 + 63 * 40,2601
52 * (57 + 38),4940
43 + 22 - 73,-8
86 + 71 + 55,212
55 + 90 + 65,210
51 * (59 + 66),6375
62 + 57 + 17,136
54 * 70 + 78,3858
12 + 62 * 99,6150
2 * 44 + 93,181
0 * 33 * 28,0
44 * 78 + 30,3462
35 + 4 - 32,7
72 - 40 - 44,-12
(75 + 82) * 59,9263
(5 + 28) * 69,2277
74 + 97 - 8,163
66 * 58 + 41,3869
29 * (9 + 39),1392
9 + 14 * 86,1213
(27 + 79) * 3,318
71 + 89 * 59,5322
26 * (10 + 17),702
39 + 47 - 7,79
33 - 54 * 85,-4557
88 - 17 * 40,-592
10 * 96 * 74,71040
74 * 30 * 95,210900
22 + 47 - 49,20
92 * (6 + 4),920
97 - 15 * 96,-1343
70 * 15 * 93,97650
(30 + 40) * 71,4970
77 - 64 * 70,-4403
51 - 27 * 29,-732
71 * 82 * 47,273634
17 + 92 + 44,153
31 - 84 - 56,-109
65 * (44 + 91),8775
50 - 88 * 35,-3030
(14 + 18) * 2,64
51 + 71 + 81,203
20 * (67 + 22),1780
67 - 44 - 92,-69
22 + 3 * 43,151
(89 + 57) * 39,5694
74 + 89 - 41,122
64 + 21 - 0,85
61 - 76 - 49,-64
(11 + 29) * 56,2240
98 * 68 * 50,333200
16 * 60 * 43,41280
24 + 64 + 57,145
70 + 85 + 40,195
12 + 81 + 29,122
13 + 52 - 94,-29
17 * 41 + 94,791
41 + 22 + 95,158
54 - 58 * 72,-4122
91 + 69 * 61,4300
78 + 69 * 84,5874
7 + 59 + 80,146
50 - 9 - 85,-44
62 * 48 + 55,3031
72 * 38 * 43,117648
6 * 77 + 92,554
0 + 5 - 53,-48
66 + 64 * 23,1538
15 * 36 + 74,614
64 * 33 * 9,19008
42 * (75 + 54),5418
70 + 94 - 33,131
58 + 33 + 72,163
98 - 16 * 93,-1390
(42 + 7) * 92,4508
60 + 24 + 69,153
16 - 39 * 90,-3494
84 * 74 * 71,441336
74 + 52 + 32,158
87 + 11 * 54,681
(50 + 69) * 69,8211
43 * (50 + 50),4300
10 + 58 - 76,-8
46 + 11 * 41,497
70 * 78 * 97,529620
(92 + 20) * 2,224
40 + 31 + 88,159
24 + 97 - 53,68
15 - 7 - 16,-8
22 * 23 * 10,5060
91 * (69 + 20),8099
31 * 89 * 93,256587
51 + 7 - 8,50
30 + 93 - 46,77
87 * 87 + 6,7575
59 - 54 - 52,-47
(38 + 49) * 60,5220
43 + 25 - 54,14
70 * 36 * 77,194040
63 * (46 + 23),4347
51 - 53 - 43,-45
22 - 10 - 61,-49
49 - 53 * 27,-1382
74 * (67 + 36),7622
53 - 12 * 22,-211
75 * 28 + 48,2148
48 * 73 + 17,3521
17 + 85 * 19,1632
(70 + 1) * 9,639
86 - 59 * 2,-32
8 + 14 * 15,218
(65 + 29) * 8,752
57 + 32 * 17,601
14 - 95 - 60,-141
35 * 90 * 58,182700
80 + 89 - 26,143
81 + 96 + 12,189
83 - 30 * 75,-2167
19 + 14 - 81,-48
16 - 18 * 86,-1532
56 * 52 + 42,2954
12 - 81 - 82,-151
52 - 43 - 78,-69
68 * 87 + 11,5927
89 + 74 * 99,7415
(40 + 38) * 61,4758
(88 + 16) * 69,7176
94 - 99 * 3,-203
91 * 6 * 44,24024
85 * (27 + 94),10285
29 * 52 * 15,22620
16 - 63 - 53,-100
55 + 47 - 80,22
20 * 75 + 67,1567
(9 + 58) * 41,2747
72 * 42 * 96,290304
75 + 75 - 43,107
60 * 68 * 96,391680
9 - 84 * 92,-7719
(60 + 87) * 99,14553
99 + 27 * 11,396
47 + 42 * 60,2567
46 * 51 * 85,199410
28 + 48 - 32,44
(42 + 63) * 76,7980
(81 + 25) * 95,10070
2 * 35 * 33,2310
28 * 10 + 49,329
31 + 74 - 25,80
33 * 91 * 90,270270
92 + 57 * 54,3170
5 * (4 + 74),390
32 * (21 + 84),3360
63 * 3 + 60,249
68 * (63 + 18),5508
27 + 86 - 10,103
(12 + 43) * 78,4290
78 * (40 + 37),6006
73 + 25 * 37,998
42 - 77 - 38,-73
42 - 43 - 67,-68
62 * 91 * 77,434434
6 + 69 * 13,903
37 - 24 * 11,-227
60 + 81 * 87,7107
96 + 85 - 19,162
33 - 34 - 12,-13
(90 + 53) * 7,1001
30 + 23 - 86,-33
(3 + 82) * 0,0
48 + 67 + 94,209
37 + 34 + 85,156
13 * 46 * 49,29302
36 + 83 + 28,147
55 + 75 - 52,78
(20 + 58) * 24,1872
66 + 44 - 62,48
83 + 90 * 35,3233
(90 + 61) * 27,4077
7 + 4 * 13,59
11 * 63 + 31,724
36 * 39 * 83,116532
68 - 47 * 46,-2094
27 + 38 * 34,1319
4 * 55 * 59,12980
21 + 62 - 55,28
67 * 11 + 58,795
48 - 22 * 34,-700
45 + 10 - 41,14
96 * 7 * 54,36288
54 - 49 * 98,-4748
(2 + 93) * 72,6840
78 * (61 + 26),6786
82 - 64 * 40,-2478
44 * (62 + 71),5852
24 * (55 + 67),2928
39 - 30 * 8,-201
88 - 78 * 15,-1082
36 * 22 + 18,810
63 - 75 - 32,-44
(71 + 0) * 93,6603
4 + 2 + 43,49
54 - 62 - 53,-61
69 + 33 + 33,135
76 * (88 + 61),11324
50 - 11 - 80,-41
7 + 47 + 37,91
97 * 91 * 3,26481
5 - 91 - 58,-144
5 + 37 + 77,119
36 - 71 * 95,-6709
96 + 25 - 98,23
46 + 96 - 18,124
26 + 28 - 69,-15
41 + 27 - 52,16
7 - 46 * 0,7
1 * (21 + 95),116
98 + 2 - 51,49
39 * 19 * 15,11115
78 * (22 + 77),7722
(69 + 89) * 52,8216
85 * (9 + 60),5865
28 + 89 - 5,112
30 - 89 * 90,-7980
92 - 71 * 15,-973
32 - 60 * 79,-4708
6 + 19 * 47,899
68 - 85 * 90,-7582
(9 + 43) * 98,5096
16 - 95 - 31,-110
62 * 49 * 97,294686
80 - 41 - 42,-3
95 - 55 * 35,-1830
40 + 64 + 54,158
(66 + 6) * 45,3240
72 * 4 + 38,326
34 + 28 + 22,84
59 + 7 - 31,35
21 - 78 - 47,-104
22 - 20 * 82,-1618
87 - 61 - 96,-70
47 * (84 + 62),6862
20 * 75 * 17,25500
80 - 58 * 10,-500
36 - 47 - 91,-102
85 - 50 - 5,30
90 + 90 + 38,218
65 + 56 - 8,113
90 + 12 + 65,167
41 + 6 - 15,32
70 * 30 * 0,0
50 * 86 * 85,365500
43 + 75 + 27,145
61 - 16 - 4,41
5 - 75 - 13,-83
(13 + 78) * 95,8645
(70 + 66) * 24,3264
(71 + 82) * 83,12699
39 - 57 * 46,-2583
80 + 79 * 55,4425
30 + 4 + 37,71
(43 + 23) * 46,3036
51 + 55 - 28,78
30 + 11 - 24,17
37 + 55 * 12,697
31 * (0 + 52),1612
42 + 32 + 27,101
45 - 40 * 4,-115
12 + 7 * 68,488
(91 + 86) * 0,0
33 * 90 + 89,3059
42 + 46 + 15,103
39 - 61 * 38,-2279
45 * 0 + 32,32
88 + 82 * 12,1072
(67 + 71) * 91,12558
17 + 98 + 85,200
57 + 31 - 8,80
(30 + 18) * 36,1728
76 * 83 + 52,6360
52 * 35 + 52,1872
64 + 91 + 4,159
46 - 13 * 29,-331
(1 + 5) * 56,336
6 + 48 - 35,19
48 + 76 + 55,179
44 * (16 + 30),2024
96 * (51 + 51),9792
12 - 30 * 3,-78
(81 + 35) * 27,3132
(19 + 99) * 28,3304
30 - 52 * 26,-1322
89 + 50 * 80,4089
(40 + 8) * 39,1872
40 * (98 + 88),7440
26 - 24 - 16,-14
97 + 71 * 20,1517
20 + 3 - 60,-37
25 + 38 * 39,1507
51 + 24 + 56,131
62 + 33 + 41,136
71 * 38 + 77,2775
29 + 70 + 28,127
76 + 78 + 55,209
(94 + 40) * 54,7236
42 * 84 * 33,116424
46 - 88 - 46,-88
(6 + 64) * 28,1960
60 - 34 - 15,11
(16 + 80) * 94,9024
57 + 46 * 4,241
5 + 36 * 36,1301
14 * 67 + 53,991
38 * 99 + 95,3857
47 * (88 + 47),6345
19 * 70 + 98,1428
60 * 71 * 65,276900
38 * 0 + 78,78
9 * (69 + 77),1314
10 * 98 * 28,27440
64 + 10 + 69,143
61 + 22 - 43,40
61 + 3 * 90,331
48 - 47 - 11,-10
68 - 22 * 73,-1538
66 + 19 + 69,154
76 * (72 + 54),9576
(71 + 19) * 27,2430
5 + 69 + 45,119
51 + 88 * 88,7795
10 - 47 * 11,-507
41 - 83 * 35,-2864
97 + 46 - 33,110
80 * (81 + 21),8160
73 * 30 + 46,2236
50 - 77 * 15,-1105
24 * 28 * 53,35616
42 + 26 + 45,113
47 + 14 + 20,81
7 * (61 + 25),602
81 - 95 * 10,-869
13 + 9 - 46,-24
43 * 39 * 1,1677
0 + 26 - 96,-70
20 * 88 * 21,36960
(62 + 97) * 65,10335
(48 + 21) * 54,3726
46 + 71 * 90,6436
21 - 10 - 71,-60
(88 + 88) * 62,10912
7 + 15 * 0,7
55 * 8 * 10,4400
46 + 37 * 20,786
51 + 23 * 27,672
(97 + 46) * 12,1716
4 * 84 + 25,361
66 + 1 + 16,83
78 * (76 + 29),8190
4 * 8 + 26,58
1 * (62 + 13),75
54 + 12 + 4,70
39 + 95 * 93,8874
79 * 70 * 7,38710
92 * 6 + 8,560
66 + 72 + 35,173
47 + 69 * 71,4946
7 + 49 * 25,1232
79 - 2 * 50,-21
13 * 67 + 64,935
16 + 53 + 73,142
42 - 56 * 8,-406
6 - 76 - 26,-96
5 + 45 + 38,88
58 + 99 - 32,125
82 - 61 - 80,-59
3 + 36 - 2,37
14 + 74 + 87,175
(24 + 37) * 39,2379
41 * (24 + 28),2132
2 - 61 - 18,-77
43 - 17 * 9,-110
20 + 51 + 84,155
42 - 4 * 4,26
48 + 1 - 39,10
27 * 41 + 20,1127
59 + 70 + 92,221
(62 + 91) * 19,2907
(97 + 32) * 53,6837
66 * 92 * 95,576840
(59 + 89) * 13,1924
15 - 35 - 56,-76
66 + 93 - 96,63
59 * (74 + 95),9971
72 * 74 * 29,154512
58 * (78 + 4),4756
22 * 41 * 87,78474
48 * (26 + 55),3888
63 * 20 + 47,1307
(42 + 9) * 58,2958
82 * (27 + 25),4264
97 + 82 + 21,200
11 * 48 + 29,557
85 * 55 * 95,444125
10 + 21 + 34,65
55 - 63 * 11,-638
12 + 56 - 84,-16
37 * (55 + 22),2849
82 * 64 * 18,94464
47 - 18 - 90,-61
34 * 5 * 76,12920
28 * (4 + 53),1596
47 + 21 + 85,153
(70 + 33) * 17,1751
33 + 47 + 77,157
7 - 2 * 1,5
(66 + 17) * 83,6889
65 * 43 * 4,11180
10 + 5 + 61,76
60 - 1 * 38,22
61 + 53 * 83,4460
22 + 36 + 60,118
70 * 30 + 58,2158
59 - 13 - 26,20
(5 + 70) * 58,4350
16 - 31 * 42,-1286
98 - 20 * 63,-1162
(82 + 60) * 63,8946
20 * 64 + 9,1289
99 + 16 + 79,194
16 + 89 - 24,81
41 * 71 * 59,171749
78 * 67 + 8,5234
51 + 40 - 41,50
87 + 32 * 6,279
31 + 85 + 47,163
12 * 8 + 29,125
82 * 59 * 2,9676
44 + 31 * 62,1966
(71 + 77) * 90,13320
48 * 12 * 20,11520
13 + 45 + 61,119
67 + 5 + 96,168
(46 + 79) * 62,7750
83 * 34 + 46,2868
14 * 12 + 72,240
3 - 10 * 43,-427
48 - 77 * 47,-3571
99 * 73 + 53,7280
88 + 45 - 92,41
8 - 17 * 51,-859
95 * 44 + 16,4196
4 + 86 + 43,133
34 - 92 * 5,-426
87 * 30 * 12,31320
7 + 92 + 18,117
35 * (98 + 82),6300
(15 + 60) * 71,5325
61 * (12 + 83),5795
2 + 46 - 40,8
99 * (88 + 76),16236
27 * 31 + 72,909
96 * 68 * 46,300288
3 + 33 * 45,1488
16 + 63 * 85,5371
19 * 75 * 2,2850
97 - 21 - 0,76
8 - 14 - 26,-32
76 + 45 + 83,204
11 * (96 + 39),1485
53 * 51 + 37,2740
79 + 7 + 82,168
47 + 72 - 72,47
96 + 78 - 95,79
8 * 60 * 65,31200
71 - 89 - 49,-67
16 + 89 - 76,29
9 - 46 - 46,-83
99 * (6 + 45),5049
44 * 48 + 49,2161
7 * 84 + 62,650
(44 + 58) * 23,2346
23 * 40 + 75,995
(12 + 37) * 15,735
57 - 24 - 28,5
26 * 68 + 26,1794
(6 + 80) * 46,3956
43 + 84 + 97,224
26 + 74 - 58,42
53 - 95 - 21,-63
54 - 50 - 95,-91
11 - 52 - 17,-58
72 * (82 + 76),11376
92 * (53 + 11),5888
(54 + 80) * 65,8710
81 * (58 + 77),10935
7 * 15 * 61,6405
73 + 12 + 49,134
61 * (66 + 90),9516
84 - 51 * 96,-4812
29 + 95 - 99,25
51 + 99 - 25,125
6 + 33 + 66,105
17 * 13 * 58,12818
3 + 56 + 13,72
89 * 79 + 70,7101
(85 + 47) * 16,2112
(15 + 3) * 27,486
32 * 46 + 58,1530
72 + 79 + 99,250
67 * 95 * 96,611040
(84 + 72) * 55,8580
27 * (30 + 67),2619
2 - 20 - 98,-116
68 * 73 * 69,342516
54 * 35 * 98,185220
(78 + 68) * 47,6862
61 * (99 + 57),9516
80 * (33 + 89),9760
72 + 58 * 91,5350
60 * 52 + 10,3130
73 * 47 + 32,3463
(54 + 75) * 42,5418
27 - 72 - 29,-74
86 * 58 + 19,5007
36 * 81 * 19,55404
7 + 12 * 1,19
72 + 11 - 65,18
52 + 66 + 30,148
(90 + 12) * 15,1530
1 + 13 - 58,-44
45 * (68 + 69),6165
84 + 18 + 71,173
(62 + 70) * 22,2904
6 - 79 - 13,-86
55 * 79 * 92,399740
71 * 63 * 28,125244
19 - 8 * 57,-437
29 - 5 * 86,-401
33 + 3 * 25,108
73 * 81 * 79,467127
17 - 4 - 28,-15
28 - 25 * 15,-347
38 - 92 - 19,-73
16 + 30 - 40,6
73 * 60 + 21,4401
33 - 56 * 27,-1479
68 * (21 + 57),5304
84 * 19 + 54,1650
37 * 36 * 26,34632
92 * 12 * 53,58512
38 * 40 * 39,59280
30 + 99 - 80,49
66 + 97 - 98,65
(13 + 99) * 97,10864
24 * 18 + 85,517
96 - 61 - 5,30
26 * 76 + 30,2006
80 + 51 * 13,743
3 + 91 * 35,3188
98 - 6 * 82,-394
87 - 92 * 92,-8377
99 + 70 + 95,264
51 + 84 - 24,111
47 + 28 * 70,2007
67 - 89 * 12,-1001
25 * 59 * 62,91450
62 + 80 - 55,87
6 * (95 + 58),918
3 * (6 + 33),117
7 + 77 + 62,146
38 - 52 - 79,-93
60 + 40 * 4,220
75 + 64 + 67,206
44 - 94 - 54,-104
(63 + 31) * 51,4794
94 - 8 - 15,71
87 * 80 * 28,194880
88 + 48 + 66,202
43 + 56 * 92,5195
21 + 75 * 12,921
53 - 88 - 95,-130
64 - 8 - 87,-31
50 + 40 + 20,110
54 * (85 + 26),5994
16 + 15 * 12,196
51 * 95 * 69,334305
41 + 32 + 64,137
74 * 30 * 9,19980
(72 + 12) * 39,3276
62 * 39 + 45,2463
77 - 44 * 65,-2783
16 + 8 + 71,95
66 - 61 - 0,5
44 + 42 + 98,184
86 + 56 * 53,3054
53 * (44 + 15),3127
(16 + 16) * 28,896
74 - 97 - 15,-38
(89 + 60) * 27,4023
58 - 27 * 56,-1454
13 - 96 - 20,-103
41 * 8 + 98,426
33 * (20 + 4),792
35 + 60 - 12,83
42 + 88 - 50,80
15 * (97 + 8),1575
19 * 98 + 51,1913
(26 + 44) * 63,4410
(13 + 32) * 58,2610
13 + 44 + 16,73
97 - 9 - 52,36
73 * 29 * 77,163009
69 + 46 - 8,107
81 * 69 * 87,486243
20 * 60 + 22,1222
33 + 84 * 56,4737
36 * 59 * 8,16992
(78 + 54) * 4,528
89 * (1 + 63),5696
74 - 86 * 98,-8354
9 + 93 * 94,8751
46 - 10 * 48,-434
73 + 15 * 42,703
75 * 7 + 36,561
40 + 89 + 66,195
59 * (9 + 31),2360
88 * 78 + 44,6908
14 + 75 + 77,166
(7 + 88) * 99,9405
36 * (81 + 24),3780
88 * 17 + 6,1502
58 * (53 + 46),5742
99 * 98 * 25,242550
84 * 30 + 44,2564
16 + 98 - 44,70
(41 + 25) * 66,4356
47 + 78 - 45,80
72 - 76 - 67,-71
83 + 14 - 64,33
53 + 98 * 33,3287
45 * 20 + 55,955
35 * (18 + 25),1505
17 + 98 * 2,213
75 * 15 * 22,24750
11 + 21 + 11,43
96 + 34 + 47,177
25 + 10 + 28,63
94 * (40 + 10),4700
8 + 23 - 2,29
97 * 64 * 87,540096
39 * 51 + 92,2081
24 * (25 + 40),1560
80 * 26 * 84,174720
59 * 15 * 5,4425
(61 + 11) * 89,6408
38 + 69 + 89,196
83 - 75 * 84,-6217
20 + 46 - 35,31
42 + 71 * 48,3450
80 - 46 - 1,33
42 + 96 * 91,8778
41 - 54 - 85,-98
47 - 69 - 26,-48
4 * 0 + 86,86
46 * 93 + 83,4361
86 - 39 * 81,-3073
37 * 79 * 20,58460
(37 + 77) * 98,11172
36 + 35 + 71,142
30 + 49 - 86,-7
93 + 16 * 32,605
64 + 96 + 18,178
9 + 25 - 69,-35
41 * (48 + 98),5986
2 + 68 - 81,-11
55 + 75 - 17,113
51 + 79 - 91,39
54 * (57 + 77),7236
54 * 30 * 94,152280
28 * 69 * 87,168084
9 + 47 + 12,68
51 * 1 + 2,53
50 * (39 + 10),2450
44 - 1 - 5,38
31 * 90 + 1,2791
5 + 15 * 11,170
64 + 54 * 46,2548
(57 + 36) * 3,279
34 + 70 * 20,1434
71 + 21 + 72,164
22 + 28 - 31,19
72 * 88 * 43,272448
(90 + 12) * 34,3468
91 * 61 * 6,33306
82 + 21 + 15,118
83 + 10 + 34,127
75 * 13 * 49,47775
7 * (92 + 89),1267
42 + 43 + 98,183
3 - 49 - 84,-130
46 * (88 + 19),4922
(5 + 84) * 13,1157
71 - 48 * 78,-3673
98 + 59 + 44,201
86 + 1 * 42,128
42 + 92 * 40,3722
35 - 87 - 56,-108
86 * 1 * 3,258
88 * 87 + 69,7725
8 + 11 - 65,-46
11 * 69 * 91,69069
31 - 12 * 64,-737
(32 + 1) * 29,957
94 * (59 + 58),10998
26 * 98 + 98,2646
57 - 39 - 71,-53
7 + 40 - 54,-7
82 - 51 - 3,28
56 - 61 - 91,-96
63 * 60 * 13,49140
29 - 57 * 52,-2935
48 - 63 * 7,-393
(14 + 28) * 50,2100
22 * 25 + 94,644
79 * 11 + 19,888
64 - 42 - 72,-50
55 + 90 - 54,91
(75 + 1) * 32,2432
83 - 58 - 3,22
85 * 74 * 99,622710
12 - 45 * 35,-1563
62 * (5 + 69),4588
63 * 4 * 17,4284
37 * 28 * 62,64232
64 + 87 * 63,5545
(41 + 88) * 23,2967
48 * 29 * 93,129456
22 - 95 * 41,-3873
(39 + 19) * 92,5336
10 + 97 + 55,162
31 * 8 + 53,301
73 + 25 + 90,188
68 - 29 - 87,-48
66 * 85 + 89,5699
(99 + 62) * 49,7889
2 - 4 * 13,-50
93 + 79 - 11,161
27 - 75 * 68,-5073
41 - 94 - 56,-109
19 + 62 + 90,171
53 + 48 + 82,183
55 * (28 + 64),5060
41 - 2 * 13,15
38 * (69 + 29),3724
81 * (42 + 58),8100
(87 + 94) * 74,13394
82 - 54 - 19,9
31 - 27 - 29,-25
(38 + 4) * 56,2352
88 - 23 - 92,-27
37 * 62 * 75,172050
71 - 57 * 51,-2836
78 * 2 * 39,6084
7 + 94 + 88,189
89 - 86 - 43,-40
8 * 12 * 45,4320
92 - 10 * 43,-338
22 * 93 + 44,2090
22 * 20 * 48,21120
95 * 62 + 95,5985
(25 + 7) * 6,192
81 * 40 * 74,239760
39 * (44 + 69),4407
4 - 16 - 83,-95
40 - 51 - 43,-54
82 * (20 + 52),5904
51 * (76 + 83),8109
77 + 98 - 83,92
(41 + 13) * 58,3132
36 * 51 * 54,99144
29 * (4 + 79),2407
92 - 87 - 70,-65
19 + 24 + 26,69
56 + 68 + 80,204
51 - 86 * 1,-35
53 + 99 * 25,2528
52 - 20 - 86,-54
(19 + 40) * 12,708
96 * 35 + 16,3376
(76 + 31) * 76,8132
7 * 67 * 61,28609
60 + 65 + 54,179
68 + 3 - 60,11
39 * 25 * 82,79950
20 + 23 + 40,83
47 - 26 - 42,-21
85 * 41 * 41,142885
4 * (9 + 24),132
1 - 74 - 17,-90
45 * 98 + 21,4431
92 + 41 - 34,99
66 + 34 - 21,79
57 - 73 - 1,-17
35 + 45 + 67,147
(42 + 5) * 39,1833
11 * 40 * 57,25080
15 + 94 - 14,95
16 - 93 - 93,-170
64 + 42 * 86,3676
85 + 1 - 38,48
68 + 49 - 26,91
83 + 94 * 50,4783
67 * 21 + 23,1430
15 + 89 * 92,8203
27 - 47 * 45,-2088
60 + 48 * 2,156
97 * 21 * 9,18333
26 - 58 * 6,-322
13 + 28 + 99,140
30 + 53 + 40,123
91 * 14 * 38,48412
28 * 94 + 34,2666
11 * (2 + 50),572
73 - 71 * 95,-6672
66 * (93 + 76),11154
58 * 38 * 62,136648
36 * (59 + 92),5436
(65 + 12) * 5,385
53 * 70 + 4,3714
83 + 27 - 35,75
(33 + 71) * 11,1144
(88 + 75) * 17,2771
(96 + 61) * 75,11775
82 * (44 + 35),6478
5 + 83 + 10,98
30 + 43 - 16,57
35 + 22 + 27,84
(23 + 23) * 98,4508
53 * 81 * 93,399249
66 + 59 + 41,166
46 - 27 - 6,13
72 * 0 + 48,48
74 + 86 + 23,183
35 + 83 + 46,164
34 + 40 + 63,137
(37 + 48) * 99,8415
83 + 51 - 23,111
73 * (58 + 98),11388
81 + 20 * 90,1881
40 * (39 + 74),4520
15 * (95 + 23),1770
76 + 1 + 30,107
47 * (22 + 88),5170
30 + 59 + 17,106
84 * 15 * 93,117180
3 - 72 * 9,-645
41 + 75 + 51,167
87 + 27 - 80,34
57 + 74 + 36,167
73 + 36 * 76,2809
27 + 67 * 53,3578
62 + 81 + 36,179
49 * 42 * 24,49392
62 + 90 * 18,1682
(48 + 65) * 82,9266
72 + 19 * 36,756
26 - 48 * 95,-4534
(59 + 38) * 44,4268
13 - 4 * 9,-23
12 - 47 * 10,-458
93 + 87 - 49,131
81 + 9 + 58,148
30 - 22 * 54,-1158
42 * 53 + 17,2243
25 + 60 + 7,92
45 + 14 - 25,34
21 + 0 * 92,21
12 + 69 * 45,3117
53 * 26 + 70,1448
33 + 54 + 57,144
46 + 90 + 90,226
83 + 38 * 73,2857
51 + 95 + 72,218
59 * 36 * 86,182664
99 - 5 * 49,-146
92 - 42 * 80,-3268
55 * (7 + 90),5335
81 * (33 + 21),4374
24 * 34 + 0,816
13 * 81 * 97,102141
26 * 14 * 86,31304
4 * 60 + 55,295
61 * 64 * 88,343552
26 + 12 * 73,902
71 * 77 + 13,5480
(48 + 16) * 78,4992
38 + 61 + 19,118
18 + 55 * 49,2713
14 * 1 + 48,62
39 * 1 * 89,3471
59 * (31 + 56),5133
95 + 9 + 81,185
90 * 22 * 67,132660
21 + 48 + 84,153
17 + 99 * 82,8135
38 * 97 * 35,129010
63 * (67 + 82),9387
90 + 9 - 6,93
26 * (74 + 50),3224
73 + 32 - 61,44
26 - 60 - 24,-58
(2 + 72) * 53,3922
99 * (45 + 49),9306
71 - 90 * 95,-8479
52 * 35 * 7,12740
88 * 17 * 99,148104
98 + 96 * 76,7394
17 + 44 + 95,156
89 + 37 - 10,116
95 + 61 + 84,240
12 * 83 + 16,1012
7 + 70 + 90,167
77 * (27 + 43),5390
64 - 65 - 46,-47
49 * 5 + 59,304
16 + 60 - 17,59
12 + 84 * 63,5304
29 * (27 + 22),1421
80 + 57 + 78,215
39 - 91 - 55,-107
72 * 1 * 76,5472
35 + 10 + 95,140
5 + 64 - 98,-29
14 + 2 - 21,-5
75 * (65 + 5),5250
75 - 88 - 30,-43
28 + 57 - 59,26
8 - 83 * 59,-4889
38 * 75 + 93,2943
10 - 39 * 78,-3032
6 + 64 + 95,165
20 - 38 - 63,-81
72 * 94 * 27,182736
(56 + 26) * 88,7216
79 + 1 * 81,160
20 + 59 * 59,3501
99 + 9 - 77,31
50 + 33 - 24,59
23 + 34 + 43,100
